first variable  second variable add_sum         multiply_sum    
           1869           1842           3711
           1869           1921           3790
           1869           1967           3836
           1869           1822           3691
           1869           1978           3847
           1869           1837           3706
           1869           1378           3247
           1869           1618           3487
           1869           1266           3135
           1869           2003           3872
           1869           1972           3841
           1869           666           2535
           1869           1321           3190
           1869           1938           3807
           1869           1616           3485
           1869           1892           3761
           1869           831           2700
           1869           1865           3734
           1869           1314           3183
           1869           1571           3440
           1869           1806           3675
           1869           1225           3094
           1869           1882           3751
           1869           1454           3323
           1869           1257           3126
           1869           1381           3250
           1869           1284           3153
           1869           1907           3776
           1869           1950           3819
           1869           1887           3756
           1869           1492           3361
           1869           1934           3803
           1869           1709           3578
           1869           1315           3184
           1869           1574           3443
           1869           1794           3663
           1869           1576           3445
           1869           1883           3752
           1869           1864           3733
           1869           1981           3850
           1869           1317           3186
           1869           1397           3266
           1869           1325           3194
           1869           1620           3489
           1869           1895           3764
           1869           1485           3354
           1869           1828           3697
           1869           1803           3672
           1869           1715           3584
           1869           1374           3243
           1869           1251           3120
           1869           1460           3329
           1869           1863           3732
           1869           1581           3450
           1869           1499           3368
           1869           1933           3802
           1869           1982           3851
           1869           1809           3678
           1642           2004           3646
           1642           1520           3162
           1642           1753           3395
           1642           1463           3105
           1642           1976           3618
           1642           1994           3636
           1642           1830           3472
           1642           1942           3584
           1642           1784           3426
           1642           1858           3500
           1642           1841           3483
           1642           1721           3363
           1642           1480           3122
           1642           1821           3463
           1642           1584           3226
           1642           978           2620
           1642           1530           3172
           1642           1278           2920
           1642           1827           3469
           1642           889           2531
           1642           1922           3564
           1642           1996           3638
           1642           1992           3634
           1642           1819           3461
           1642           1847           3489
           1642           2010           3652
           1642           2002           3644
           1642           210           1852
           1642           1924           3566
           1642           1482           3124
           1642           1451           3093
           1642           1867           3509
           1642           1364           3006
           1642           1578           3220
           1642           1623           3265
           1642           1117           2759
           1642           1594           3236
           1642           1476           3118
           1642           1879           3521
           1642           1797           3439
           1642           1952           3594
           1642           2005           3647
           1642           1734           3376
           1642           1898           3540
           1642           1880           3522
           1642           1330           2972
           1642           1854           3496
           1642           1813           3455
           1642           1926           3568
           1642           1686           3328
           1642           1286           2928
           1642           1808           3450
           1642           1876           3518
           1642           1366           3008
           1642           1995           3637
           1642           1632           3274
           1642           1699           3341
           1642           2001           3643
           1642           1365           3007
           1642           1343           2985
           1642           1979           3621
           1642           1868           3510
           1642           1815           3457
           1642           820           2462
           1642           1966           3608
           1642           1888           3530
           1642           1916           3558
           1642           1852           3494
           1642           1932           3574
           1642           1368           3010
           1642           1606           3248
           1642           1825           3467
           1642           1731           3373
           1642           1980           3622
           1642           1990           3632
           1642           1818           3460
           1642           1702           3344
           1642           1419           3061
           1642           1897           3539
           1642           1970           3612
           1642           1276           2918
           1642           1914           3556
           1642           1889           3531
           1642           1953           3595
           1642           1588           3230
           1642           1958           3600
           1642           1310           2952
           1642           1391           3033
           1642           1326           2968
           1642           1131           2773
           1642           1959           3601
           1642           1844           3486
           1642           1307           2949
           1642           1998           3640
           1642           1961           3603
           1642           1708           3350
           1642           1977           3619
           1642           1886           3528
           1642           1946           3588
           1642           1516           3158
           1642           1999           3641
           1642           1859           3501
           1642           1931           3573
           1642           1853           3495
           1642           1265           2907
           1642           1869           3511
           1642           1642           3284
           1642           1740           3382
           1642           1467           3109
           1642           1944           3586
           1642           1956           3598
           1642           1263           2905
           1642           1940           3582
           1642           1912           3554
           1642           1832           3474
           1642           1872           3514
           1642           1678           3320
           1642           1319           2961
           1642           1839           3481
           1642           1689           3331
           1642           1765           3407
           1642           1894           3536
           1642           1242           2884
           1642           1983           3625
           1642           1410           3052
           1642           1985           3627
           1642           1387           3029
           1642           1022           2664
           1642           1358           3000
           1642           860           2502
           1642           112           1754
           1642           1964           3606
           1642           1836           3478
           1642           1838           3480
           1642           1285           2927
           1642           1943           3585
           1642           1718           3360
           1642           1351           2993
           1642           760           2402
           1642           1925           3567
           1642           1842           3484
           1642           1921           3563
           1642           1967           3609
           1642           1822           3464
           1642           1978           3620
           1642           1837           3479
           1642           1378           3020
           1642           1618           3260
           1642           1266           2908
           1642           2003           3645
           1642           1972           3614
           1642           666           2308
           1642           1321           2963
           1642           1938           3580
           1642           1616           3258
           1642           1892           3534
           1642           831           2473
           1642           1865           3507
           1642           1314           2956
           1642           1571           3213
           1642           1806           3448
           1642           1225           2867
           1642           1882           3524
           1642           1454           3096
           1642           1257           2899
           1642           1381           3023
           1642           1284           2926
           1642           1907           3549
           1642           1950           3592
           1642           1887           3529
           1642           1492           3134
           1642           1934           3576
           1642           1709           3351
           1642           1315           2957
           1642           1574           3216
           1642           1794           3436
           1642           1576           3218
           1642           1883           3525
           1642           1864           3506
           1642           1981           3623
           1642           1317           2959
           1642           1397           3039
           1642           1325           2967
           1642           1620           3262
           1642           1895           3537
           1642           1485           3127
           1642           1828           3470
           1642           1803           3445
           1642           1715           3357
           1642           1374           3016
           1642           1251           2893
           1642           1460           3102
           1642           1863           3505
           1642           1581           3223
           1642           1499           3141
           1642           1933           3575
           1642           1982           3624
           1642           1809           3451
           1740           2004           3744
           1740           1520           3260
           1740           1753           3493
           1740           1463           3203
           1740           1976           3716
           1740           1994           3734
           1740           1830           3570
           1740           1942           3682
           1740           1784           3524
           1740           1858           3598
           1740           1841           3581
           1740           1721           3461
           1740           1480           3220
           1740           1821           3561
           1740           1584           3324
           1740           978           2718
           1740           1530           3270
           1740           1278           3018
           1740           1827           3567
           1740           889           2629
           1740           1922           3662
           1740           1996           3736
           1740           1992           3732
           1740           1819           3559
           1740           1847           3587
           1740           2010           3750
           1740           2002           3742
           1740           210           1950
           1740           1924           3664
           1740           1482           3222
           1740           1451           3191
           1740           1867           3607
           1740           1364           3104
           1740           1578           3318
           1740           1623           3363
           1740           1117           2857
           1740           1594           3334
           1740           1476           3216
           1740           1879           3619
           1740           1797           3537
           1740           1952           3692
           1740           2005           3745
           1740           1734           3474
           1740           1898           3638
           1740           1880           3620
           1740           1330           3070
           1740           1854           3594
           1740           1813           3553
           1740           1926           3666
           1740           1686           3426
           1740           1286           3026
           1740           1808           3548
           1740           1876           3616
           1740           1366           3106
           1740           1995           3735
           1740           1632           3372
           1740           1699           3439
           1740           2001           3741
           1740           1365           3105
           1740           1343           3083
           1740           1979           3719
           1740           1868           3608
           1740           1815           3555
           1740           820           2560
           1740           1966           3706
           1740           1888           3628
           1740           1916           3656
           1740           1852           3592
           1740           1932           3672
           1740           1368           3108
           1740           1606           3346
           1740           1825           3565
           1740           1731           3471
           1740           1980           3720
           1740           1990           3730
           1740           1818           3558
           1740           1702           3442
           1740           1419           3159
           1740           1897           3637
           1740           1970           3710
           1740           1276           3016
           1740           1914           3654
           1740           1889           3629
           1740           1953           3693
           1740           1588           3328
           1740           1958           3698
           1740           1310           3050
           1740           1391           3131
           1740           1326           3066
           1740           1131           2871
           1740           1959           3699
           1740           1844           3584
           1740           1307           3047
           1740           1998           3738
           1740           1961           3701
           1740           1708           3448
           1740           1977           3717
           1740           1886           3626
           1740           1946           3686
           1740           1516           3256
           1740           1999           3739
           1740           1859           3599
           1740           1931           3671
           1740           1853           3593
           1740           1265           3005
           1740           1869           3609
           1740           1642           3382
           1740           1740           3480
           1740           1467           3207
           1740           1944           3684
           1740           1956           3696
           1740           1263           3003
           1740           1940           3680
           1740           1912           3652
           1740           1832           3572
           1740           1872           3612
           1740           1678           3418
           1740           1319           3059
           1740           1839           3579
           1740           1689           3429
           1740           1765           3505
           1740           1894           3634
           1740           1242           2982
           1740           1983           3723
           1740           1410           3150
           1740           1985           3725
           1740           1387           3127
           1740           1022           2762
           1740           1358           3098
           1740           860           2600
           1740           112           1852
           1740           1964           3704
           1740           1836           3576
           1740           1838           3578
           1740           1285           3025
           1740           1943           3683
           1740           1718           3458
           1740           1351           3091
           1740           760           2500
           1740           1925           3665
           1740           1842           3582
           1740           1921           3661
           1740           1967           3707
           1740           1822           3562
           1740           1978           3718
           1740           1837           3577
           1740           1378           3118
           1740           1618           3358
           1740           1266           3006
           1740           2003           3743
           1740           1972           3712
           1740           666           2406
           1740           1321           3061
           1740           1938           3678
           1740           1616           3356
           1740           1892           3632
           1740           831           2571
           1740           1865           3605
           1740           1314           3054
           1740           1571           3311
           1740           1806           3546
           1740           1225           2965
           1740           1882           3622
           1740           1454           3194
           1740           1257           2997
           1740           1381           3121
           1740           1284           3024
           1740           1907           3647
           1740           1950           3690
           1740           1887           3627
           1740           1492           3232
           1740           1934           3674
           1740           1709           3449
           1740           1315           3055
           1740           1574           3314
           1740           1794           3534
           1740           1576           3316
           1740           1883           3623
           1740           1864           3604
           1740           1981           3721
           1740           1317           3057
           1740           1397           3137
           1740           1325           3065
           1740           1620           3360
           1740           1895           3635
           1740           1485           3225
           1740           1828           3568
           1740           1803           3543
           1740           1715           3455
           1740           1374           3114
           1740           1251           2991
           1740           1460           3200
           1740           1863           3603
           1740           1581           3321
           1740           1499           3239
           1740           1933           3673
           1740           1982           3722
           1740           1809           3549
           1467           2004           3471
           1467           1520           2987
           1467           1753           3220
           1467           1463           2930
           1467           1976           3443
           1467           1994           3461
           1467           1830           3297
           1467           1942           3409
           1467           1784           3251
           1467           1858           3325
           1467           1841           3308
           1467           1721           3188
           1467           1480           2947
           1467           1821           3288
           1467           1584           3051
           1467           978           2445
           1467           1530           2997
           1467           1278           2745
           1467           1827           3294
           1467           889           2356
           1467           1922           3389
           1467           1996           3463
           1467           1992           3459
           1467           1819           3286
           1467           1847           3314
           1467           2010           3477
           1467           2002           3469
           1467           210           1677
           1467           1924           3391
           1467           1482           2949
           1467           1451           2918
           1467           1867           3334
           1467           1364           2831
           1467           1578           3045
           1467           1623           3090
           1467           1117           2584
           1467           1594           3061
           1467           1476           2943
           1467           1879           3346
           1467           1797           3264
           1467           1952           3419
           1467           2005           3472
           1467           1734           3201
           1467           1898           3365
           1467           1880           3347
           1467           1330           2797
           1467           1854           3321
           1467           1813           3280
           1467           1926           3393
           1467           1686           3153
           1467           1286           2753
           1467           1808           3275
           1467           1876           3343
           1467           1366           2833
           1467           1995           3462
           1467           1632           3099
           1467           1699           3166
           1467           2001           3468
           1467           1365           2832
           1467           1343           2810
           1467           1979           3446
           1467           1868           3335
           1467           1815           3282
           1467           820           2287
           1467           1966           3433
           1467           1888           3355
           1467           1916           3383
           1467           1852           3319
           1467           1932           3399
           1467           1368           2835
           1467           1606           3073
           1467           1825           3292
           1467           1731           3198
           1467           1980           3447
           1467           1990           3457
           1467           1818           3285
           1467           1702           3169
           1467           1419           2886
           1467           1897           3364
           1467           1970           3437
           1467           1276           2743
           1467           1914           3381
           1467           1889           3356
           1467           1953           3420
           1467           1588           3055
           1467           1958           3425
           1467           1310           2777
           1467           1391           2858
           1467           1326           2793
           1467           1131           2598
           1467           1959           3426
           1467           1844           3311
           1467           1307           2774
           1467           1998           3465
           1467           1961           3428
           1467           1708           3175
           1467           1977           3444
           1467           1886           3353
           1467           1946           3413
           1467           1516           2983
           1467           1999           3466
           1467           1859           3326
           1467           1931           3398
           1467           1853           3320
           1467           1265           2732
           1467           1869           3336
           1467           1642           3109
           1467           1740           3207
           1467           1467           2934
           1467           1944           3411
           1467           1956           3423
           1467           1263           2730
           1467           1940           3407
           1467           1912           3379
           1467           1832           3299
           1467           1872           3339
           1467           1678           3145
           1467           1319           2786
           1467           1839           3306
           1467           1689           3156
           1467           1765           3232
           1467           1894           3361
           1467           1242           2709
           1467           1983           3450
           1467           1410           2877
           1467           1985           3452
           1467           1387           2854
           1467           1022           2489
           1467           1358           2825
           1467           860           2327
           1467           112           1579
           1467           1964           3431
           1467           1836           3303
           1467           1838           3305
           1467           1285           2752
           1467           1943           3410
           1467           1718           3185
           1467           1351           2818
           1467           760           2227
           1467           1925           3392
           1467           1842           3309
           1467           1921           3388
           1467           1967           3434
           1467           1822           3289
           1467           1978           3445
           1467           1837           3304
           1467           1378           2845
           1467           1618           3085
           1467           1266           2733
           1467           2003           3470
           1467           1972           3439
           1467           666           2133
           1467           1321           2788
           1467           1938           3405
           1467           1616           3083
           1467           1892           3359
           1467           831           2298
           1467           1865           3332
           1467           1314           2781
           1467           1571           3038
           1467           1806           3273
           1467           1225           2692
           1467           1882           3349
           1467           1454           2921
           1467           1257           2724
           1467           1381           2848
           1467           1284           2751
           1467           1907           3374
           1467           1950           3417
           1467           1887           3354
           1467           1492           2959
           1467           1934           3401
           1467           1709           3176
           1467           1315           2782
           1467           1574           3041
           1467           1794           3261
           1467           1576           3043
           1467           1883           3350
           1467           1864           3331
           1467           1981           3448
           1467           1317           2784
           1467           1397           2864
           1467           1325           2792
           1467           1620           3087
           1467           1895           3362
           1467           1485           2952
           1467           1828           3295
           1467           1803           3270
           1467           1715           3182
           1467           1374           2841
           1467           1251           2718
           1467           1460           2927
           1467           1863           3330
           1467           1581           3048
           1467           1499           2966
           1467           1933           3400
           1467           1982           3449
           1467           1809           3276
           1944           2004           3948
           1944           1520           3464
           1944           1753           3697
           1944           1463           3407
           1944           1976           3920
           1944           1994           3938
           1944           1830           3774
           1944           1942           3886
           1944           1784           3728
           1944           1858           3802
           1944           1841           3785
           1944           1721           3665
           1944           1480           3424
           1944           1821           3765
           1944           1584           3528
           1944           978           2922
           1944           1530           3474
           1944           1278           3222
           1944           1827           3771
           1944           889           2833
           1944           1922           3866
           1944           1996           3940
           1944           1992           3936
           1944           1819           3763
           1944           1847           3791
           1944           2010           3954
           1944           2002           3946
           1944           210           2154
           1944           1924           3868
           1944           1482           3426
           1944           1451           3395
           1944           1867           3811
           1944           1364           3308
           1944           1578           3522
           1944           1623           3567
           1944           1117           3061
           1944           1594           3538
           1944           1476           3420
           1944           1879           3823
           1944           1797           3741
           1944           1952           3896
           1944           2005           3949
           1944           1734           3678
           1944           1898           3842
           1944           1880           3824
           1944           1330           3274
           1944           1854           3798
           1944           1813           3757
           1944           1926           3870
           1944           1686           3630
           1944           1286           3230
           1944           1808           3752
           1944           1876           3820
           1944           1366           3310
           1944           1995           3939
           1944           1632           3576
           1944           1699           3643
           1944           2001           3945
           1944           1365           3309
           1944           1343           3287
           1944           1979           3923
           1944           1868           3812
           1944           1815           3759
           1944           820           2764
           1944           1966           3910
           1944           1888           3832
           1944           1916           3860
           1944           1852           3796
           1944           1932           3876
           1944           1368           3312
           1944           1606           3550
           1944           1825           3769
           1944           1731           3675
           1944           1980           3924
           1944           1990           3934
           1944           1818           3762
           1944           1702           3646
           1944           1419           3363
           1944           1897           3841
           1944           1970           3914
           1944           1276           3220
           1944           1914           3858
           1944           1889           3833
           1944           1953           3897
           1944           1588           3532
           1944           1958           3902
           1944           1310           3254
           1944           1391           3335
           1944           1326           3270
           1944           1131           3075
           1944           1959           3903
           1944           1844           3788
           1944           1307           3251
           1944           1998           3942
           1944           1961           3905
           1944           1708           3652
           1944           1977           3921
           1944           1886           3830
           1944           1946           3890
           1944           1516           3460
           1944           1999           3943
           1944           1859           3803
           1944           1931           3875
           1944           1853           3797
           1944           1265           3209
           1944           1869           3813
           1944           1642           3586
           1944           1740           3684
           1944           1467           3411
           1944           1944           3888
           1944           1956           3900
           1944           1263           3207
           1944           1940           3884
           1944           1912           3856
           1944           1832           3776
           1944           1872           3816
           1944           1678           3622
           1944           1319           3263
           1944           1839           3783
           1944           1689           3633
           1944           1765           3709
           1944           1894           3838
           1944           1242           3186
           1944           1983           3927
           1944           1410           3354
           1944           1985           3929
           1944           1387           3331
           1944           1022           2966
           1944           1358           3302
           1944           860           2804
           1944           112           2056
           1944           1964           3908
           1944           1836           3780
           1944           1838           3782
           1944           1285           3229
           1944           1943           3887
           1944           1718           3662
           1944           1351           3295
           1944           760           2704
           1944           1925           3869
           1944           1842           3786
           1944           1921           3865
           1944           1967           3911
           1944           1822           3766
           1944           1978           3922
           1944           1837           3781
           1944           1378           3322
           1944           1618           3562
           1944           1266           3210
           1944           2003           3947
           1944           1972           3916
           1944           666           2610
           1944           1321           3265
           1944           1938           3882
           1944           1616           3560
           1944           1892           3836
           1944           831           2775
           1944           1865           3809
           1944           1314           3258
           1944           1571           3515
           1944           1806           3750
           1944           1225           3169
           1944           1882           3826
           1944           1454           3398
           1944           1257           3201
           1944           1381           3325
           1944           1284           3228
           1944           1907           3851
           1944           1950           3894
           1944           1887           3831
           1944           1492           3436
           1944           1934           3878
           1944           1709           3653
           1944           1315           3259
           1944           1574           3518
           1944           1794           3738
           1944           1576           3520
           1944           1883           3827
           1944           1864           3808
           1944           1981           3925
           1944           1317           3261
           1944           1397           3341
           1944           1325           3269
           1944           1620           3564
           1944           1895           3839
           1944           1485           3429
           1944           1828           3772
           1944           1803           3747
           1944           1715           3659
           1944           1374           3318
           1944           1251           3195
           1944           1460           3404
           1944           1863           3807
           1944           1581           3525
           1944           1499           3443
           1944           1933           3877
           1944           1982           3926
           1944           1809           3753
           1956           2004           3960
           1956           1520           3476
           1956           1753           3709
           1956           1463           3419
           1956           1976           3932
           1956           1994           3950
           1956           1830           3786
           1956           1942           3898
           1956           1784           3740
           1956           1858           3814
           1956           1841           3797
           1956           1721           3677
           1956           1480           3436
           1956           1821           3777
           1956           1584           3540
           1956           978           2934
           1956           1530           3486
           1956           1278           3234
           1956           1827           3783
           1956           889           2845
           1956           1922           3878
           1956           1996           3952
           1956           1992           3948
           1956           1819           3775
           1956           1847           3803
           1956           2010           3966
           1956           2002           3958
           1956           210           2166
           1956           1924           3880
           1956           1482           3438
           1956           1451           3407
           1956           1867           3823
           1956           1364           3320
           1956           1578           3534
           1956           1623           3579
           1956           1117           3073
           1956           1594           3550
           1956           1476           3432
           1956           1879           3835
           1956           1797           3753
           1956           1952           3908
           1956           2005           3961
           1956           1734           3690
           1956           1898           3854
           1956           1880           3836
           1956           1330           3286
           1956           1854           3810
           1956           1813           3769
           1956           1926           3882
           1956           1686           3642
           1956           1286           3242
           1956           1808           3764
           1956           1876           3832
           1956           1366           3322
           1956           1995           3951
           1956           1632           3588
           1956           1699           3655
           1956           2001           3957
           1956           1365           3321
           1956           1343           3299
           1956           1979           3935
           1956           1868           3824
           1956           1815           3771
           1956           820           2776
           1956           1966           3922
           1956           1888           3844
           1956           1916           3872
           1956           1852           3808
           1956           1932           3888
           1956           1368           3324
           1956           1606           3562
           1956           1825           3781
           1956           1731           3687
           1956           1980           3936
           1956           1990           3946
           1956           1818           3774
           1956           1702           3658
           1956           1419           3375
           1956           1897           3853
           1956           1970           3926
           1956           1276           3232
           1956           1914           3870
           1956           1889           3845
           1956           1953           3909
           1956           1588           3544
           1956           1958           3914
           1956           1310           3266
           1956           1391           3347
           1956           1326           3282
           1956           1131           3087
           1956           1959           3915
           1956           1844           3800
           1956           1307           3263
           1956           1998           3954
           1956           1961           3917
           1956           1708           3664
           1956           1977           3933
           1956           1886           3842
           1956           1946           3902
           1956           1516           3472
           1956           1999           3955
           1956           1859           3815
           1956           1931           3887
           1956           1853           3809
           1956           1265           3221
           1956           1869           3825
           1956           1642           3598
           1956           1740           3696
           1956           1467           3423
           1956           1944           3900
           1956           1956           3912
           1956           1263           3219
           1956           1940           3896
           1956           1912           3868
           1956           1832           3788
           1956           1872           3828
           1956           1678           3634
           1956           1319           3275
           1956           1839           3795
           1956           1689           3645
           1956           1765           3721
           1956           1894           3850
           1956           1242           3198
           1956           1983           3939
           1956           1410           3366
           1956           1985           3941
           1956           1387           3343
           1956           1022           2978
           1956           1358           3314
           1956           860           2816
